Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,Unnamed: 30
1627059673.857,,40000.0,37.72723,0.06029543,0.0,3,0.9973861,0.0,,,,,,,,,,,,,,32,1,4.0,0.3786507,0.0,0,0,0,
1627059718.702,,40000.0,38.22853,0.05951382,0.0,3,0.9972276,0.0,,,,,,,,,,,,,,32,1,4.0,0.415699,0.0,0,0,0,
1627059759.868,,40000.0,38.73041,0.05878621,0.0,3,0.9973387,0.0,,,,,,,,,,,,,,32,1,4.0,0.4391594,0.0,0,0,0,
1627059803.843,,40000.0,39.21148,0.05808335,0.0,3,0.9972226,0.0,,,,,,,,,,,,,,32,1,4.0,0.3823471,0.0,0,0,0,
1627059845.289,,40000.0,39.69231,0.05716541,0.0,3,0.9970442,0.0,,,,,,,,,,,,,,32,1,4.0,0.3663292,0.0,0,0,0,
1627059887.804,,40000.0,40.18688,0.0557936,0.0,3,0.9966637,0.0,,,,,,,,,,,,,,32,1,4.0,0.265583,0.0,0,0,0,
1627059932.78,,40000.0,40.69746,0.05282065,0.0,3,0.9949612,0.0,,,,,,,,,,,,,,32,1,4.0,0.3888893,0.0,0,0,0,
1627059976.755,,40000.0,41.18395,0.04719246,0.0,3,0.9952384,0.0,,,,,,,,,,,,,,32,1,4.0,0.3390083,0.0,0,0,0,
1627060023.2,,40000.0,41.70675,0.04359889,0.0,3,0.9953848,0.0,,,,,,,,,,,,,,32,1,4.0,0.3913498,0.0,0,0,0,
1627060068.425,,40000.0,42.22903,0.0409855,0.0,3,0.9960288,0.0,,,,,,,,,,,,,,32,1,4.0,0.4295502,0.0,0,0,0,
1627060110.301,,40000.0,42.73255,0.03958192,0.0,3,0.9968154,0.0,,,,,,,,,,,,,,32,1,4.0,0.2776794,0.0,0,0,0,
1627060155.946,,40000.0,43.20416,0.03850365,0.0,3,0.9972928,0.0,,,,,,,,,,,,,,32,1,4.0,0.4021797,0.0,0,1,0,
1627060192.882,,40000.0,43.6892,0.03785616,0.0,3,0.9970354,0.0,,,,,,,,,,,,,,32,1,4.0,0.3157997,0.0,0,1,0,
1627060242.047,,40000.0,44.17185,0.0370153,0.0,3,0.9972092,0.0,,,,,,,,,,,,,,32,1,4.0,0.3292198,0.0,0,1,0,
1627060281.393,,40000.0,44.65486,0.0364076,0.0,3,0.9970289,0.0,,,,,,,,,,,,,,32,1,4.0,0.2984428,0.0,0,1,0,
1627060328.738,,40000.0,45.19961,0.03564862,0.0,3,0.9972273,0.0,,,,,,,,,,,,,,32,1,4.0,0.3048592,0.0,0,1,0,
1627060374.333,,40000.0,45.69521,0.03495251,0.0,3,0.9971105,0.0,,,,,,,,,,,,,,32,1,4.0,0.3772316,0.0,0,1,0,
1627060417.649,,40000.0,46.25512,0.03431791,0.0,3,0.9971474,0.0,,,,,,,,,,,,,,32,1,4.0,0.4928207,0.0,0,1,0,
1627060453.485,,40000.0,46.59101,0.03379383,0.0,3,0.9969987,0.0,,,,,,,,,,,,,,32,1,4.0,0.4239388,0.0,0,1,0,
1627060502.87,,40000.0,47.22759,0.03315815,0.0,3,0.9971042,0.0,,,,,,,,,,,,,,32,1,4.0,0.2785301,0.0,0,1,0,
1627060550.065,,40000.0,47.76797,0.03253674,0.0,3,0.9971929,0.0,,,,,,,,,,,,,,32,1,4.0,0.285862,0.0,0,1,0,
1627060588.741,,40000.0,48.18648,0.03206616,0.0,3,0.9971631,0.0,,,,,,,,,,,,,,32,1,4.0,0.3322411,0.0,0,1,0,
1627060636.756,,40000.0,48.6682,0.03152315,0.0,3,0.9972515,0.0,,,,,,,,,,,,,,32,1,4.0,0.3126183,0.0,0,1,0,
1627060675.272,,40000.0,49.1647,0.03110078,0.0,3,0.9970558,0.0,,,,,,,,,,,,,,32,1,4.0,0.2724686,0.0,0,1,0,
1627060722.017,,40000.0,49.69617,0.03054782,0.0,3,0.9971766,0.0,,,,,,,,,,,,,,32,1,4.0,0.2937317,0.0,0,1,0,
1627060766.462,,40000.0,50.16201,0.03006504,0.0,3,0.9972909,0.0,,,,,,,,,,,,,,32,1,4.0,0.2876205,0.0,0,1,0,
1627060824.516,,40000.0,50.78235,0.0294394,0.0,3,0.9971842,0.0,,,,,,,,,,,,,,32,1,4.0,0.3868217,0.0,0,1,0,
1627060861.642,,40000.0,51.2094,0.02899961,0.0,3,0.9969565,0.0,,,,,,,,,,,,,,32,1,4.0,0.3660889,0.0,0,1,0,
1627060902.698,,40000.0,51.71367,0.02855095,0.0,3,0.9970672,0.0,,,,,,,,,,,,,,32,1,4.0,0.3340187,0.0,0,1,0,
1627060943.403,,40000.0,52.17992,0.02810341,0.0,3,0.9970905,0.0,,,,,,,,,,,,,,32,1,4.0,0.3275986,0.0,0,1,0,
1627060990.548,,40000.0,52.69239,0.02760019,0.0,3,0.9970888,0.0,,,,,,,,,,,,,,32,1,4.0,0.3788605,0.0,0,1,0,
1627061034.884,,40000.0,53.16592,0.02718644,0.0,3,0.9977285,0.0,,,,,,,,,,,,,,32,1,4.0,0.2800713,0.0,0,1,0,
1627061081.699,,40000.0,53.71478,0.02674156,0.0,3,0.9971589,0.0,,,,,,,,,,,,,,32,1,4.0,0.2523308,0.0,0,1,0,
1627061129.594,,40000.0,54.15601,0.02631437,0.0,3,0.9972517,0.0,,,,,,,,,,,,,,32,1,4.0,0.2872009,0.0,0,1,0,
1627061175.819,,40000.0,54.70493,0.02593213,0.0,3,0.9970492,0.0,,,,,,,,,,,,,,32,1,4.0,0.266922,0.0,0,1,0,
1627061222.864,,40000.0,55.18112,0.02551474,0.0,3,0.9970331,0.0,,,,,,,,,,,,,,32,1,4.0,0.3312569,0.0,0,1,0,
1627061266.179,,40000.0,55.67877,0.02515213,0.0,3,0.9969813,0.0,,,,,,,,,,,,,,32,1,4.0,0.3518715,0.0,0,1,0,
1627061312.455,,40000.0,56.19875,0.02470309,0.0,3,0.9966633,0.0,,,,,,,,,,,,,,32,1,4.0,0.3310509,0.0,0,1,0,
1627061347.211,,40000.0,56.64271,0.02448633,0.0,3,0.9968219,0.0,,,,,,,,,,,,,,32,1,4.0,0.270359,0.0,0,1,0,
1627061399.775,,40000.0,57.21571,0.02409357,0.0,3,0.9969165,0.0,,,,,,,,,,,,,,32,1,4.0,0.344017,0.0,0,1,0,
1627061443.661,,40000.0,57.72646,0.02381101,0.0,3,0.9961804,0.0,,,,,,,,,,,,,,32,1,4.0,0.2982292,0.0,0,1,0,
1627061487.516,,40000.0,58.17582,0.02341581,0.0,3,0.996732,0.0,,,,,,,,,,,,,,32,1,4.0,0.3377991,0.0,0,0,0,
1627061529.792,,40000.0,58.6889,0.02310869,0.0,3,0.9969423,0.0,,,,,,,,,,,,,,32,1,4.0,0.3599091,0.0,0,0,0,
1627061571.037,,40000.0,59.21349,0.02282589,0.0,3,0.9970732,0.0,,,,,,,,,,,,,,32,1,4.0,0.2681503,0.0,0,0,0,
1627061617.223,,40000.0,59.72327,0.02248365,0.0,3,0.9968703,0.0,,,,,,,,,,,,,,32,1,4.0,0.3242493,0.0,0,0,0,
1627061805.503,,40000.0,59.98627,0.02226951,0.0,3,0.9969202,0.0,,,,,,,,,,,,,,32,1,4.0,0.02743912,0.0,0,0,0,
1627093428.307,,30000.0,10.00032,0.06695937,0.0,3,0.9973209,0.0,,,,,,,,,,,,,,32,1,4.0,0.01981926,0.0,0,0,0,
1627093519.717,,30000.0,10.7086,0.06695907,0.0,3,0.9974602,0.0,,,,,,,,,,,,,,32,1,4.0,0.3614702,0.0,0,0,0,
1627093559.983,,30000.0,11.17007,0.06700935,0.0,3,0.9973454,0.0,,,,,,,,,,,,,,32,1,4.0,0.3229198,0.0,0,1,0,
1627093606.448,,30000.0,11.67924,0.06694614,0.0,3,0.9974632,0.0,,,,,,,,,,,,,,32,1,4.0,0.3314896,0.0,0,1,0,
1627093657.162,,30000.0,12.19908,0.06693427,0.0,3,0.997435,0.0,,,,,,,,,,,,,,32,1,4.0,0.3203402,0.0,0,1,0,
1627093702.568,,30000.0,12.70723,0.06692639,0.0,3,0.9974925,0.0,,,,,,,,,,,,,,32,1,4.0,0.3474302,0.0,0,1,0,
1627093748.973,,30000.0,13.21935,0.06691679,0.0,3,0.9974956,0.0,,,,,,,,,,,,,,32,1,4.0,0.3724298,0.0,0,1,0,
1627093789.279,,30000.0,13.6637,0.06690504,0.0,3,0.9974049,0.0,,,,,,,,,,,,,,32,1,4.0,0.29245,0.0,0,1,0,
1627093840.103,,30000.0,14.21163,0.06688654,0.0,3,0.9975652,0.0,,,,,,,,,,,,,,32,1,4.0,0.4067898,0.0,0,1,0,
1627093880.269,,30000.0,14.69873,0.0668717,0.0,3,0.9975529,0.0,,,,,,,,,,,,,,32,1,4.0,0.3940001,0.0,0,1,0,
1627093925.624,,30000.0,15.17342,0.06685821,0.0,3,0.9973906,0.0,,,,,,,,,,,,,,32,1,4.0,0.3353405,0.0,0,1,0,
1627093973.019,,30000.0,15.7129,0.06681953,0.0,3,0.9975418,0.0,,,,,,,,,,,,,,32,1,4.0,0.4061108,0.0,0,1,0,
1627094015.625,,30000.0,16.22486,0.06680659,0.0,3,0.9975322,0.0,,,,,,,,,,,,,,32,1,4.0,0.3951111,0.0,0,1,0,
1627094061.02,,30000.0,16.71259,0.06678165,0.0,3,0.9974201,0.0,,,,,,,,,,,,,,32,1,4.0,0.3815689,0.0,0,1,0,
1627094103.066,,30000.0,17.21404,0.06675121,0.0,3,0.9974132,0.0,,,,,,,,,,,,,,32,1,4.0,0.3617191,0.0,0,1,0,
1627094145.621,,30000.0,17.67825,0.06670272,0.0,3,0.9974806,0.0,,,,,,,,,,,,,,32,1,4.0,0.3435993,0.0,0,1,0,
1627094193.316,,30000.0,18.19117,0.06666332,0.0,3,0.997345,0.0,,,,,,,,,,,,,,32,1,4.0,0.3678303,0.0,0,1,0,
1627094238.521,,30000.0,18.69362,0.06661549,0.0,3,0.9975167,0.0,,,,,,,,,,,,,,32,1,4.0,0.3771896,0.0,0,1,0,
1627094280.737,,30000.0,19.19352,0.06656279,0.0,3,0.997499,0.0,,,,,,,,,,,,,,32,1,4.0,0.35919,0.0,0,0,0,
1627094327.062,,30000.0,19.70676,0.06655969,0.0,3,0.9974213,0.0,,,,,,,,,,,,,,32,1,4.0,0.3706112,0.0,0,0,0,
1627094370.447,,30000.0,20.212,0.06642364,0.0,3,0.9974798,0.0,,,,,,,,,,,,,,32,1,4.0,0.4045601,0.0,0,0,0,
1627094413.103,,30000.0,20.7036,0.06636351,0.0,3,0.9975051,0.0,,,,,,,,,,,,,,32,1,4.0,0.3736,0.0,0,0,0,
1627094456.468,,30000.0,21.21539,0.06629388,0.0,3,0.9974235,0.0,,,,,,,,,,,,,,32,1,4.0,0.33741,0.0,0,0,0,
1627094502.154,,30000.0,21.68972,0.06621152,0.0,3,0.9973475,0.0,,,,,,,,,,,,,,32,1,4.0,0.3511391,0.0,0,0,0,
1627094545.619,,30000.0,22.1913,0.06612619,0.0,3,0.9975201,0.0,,,,,,,,,,,,,,32,1,4.0,0.3747196,0.0,0,0,0,
1627094591.894,,30000.0,22.7131,0.06601326,0.0,3,0.9976059,0.0,,,,,,,,,,,,,,32,1,4.0,0.3840599,0.0,0,0,0,
1627094633.39,,30000.0,23.17984,0.06591648,0.0,3,0.9974226,0.0,,,,,,,,,,,,,,32,1,4.0,0.3478394,0.0,0,0,0,
1627094682.075,,30000.0,23.68618,0.06580315,0.0,3,0.9974879,0.0,,,,,,,,,,,,,,32,1,4.0,0.3328304,0.0,0,0,0,
1627094727.11,,30000.0,24.18856,0.06568664,0.0,3,0.9974729,0.0,,,,,,,,,,,,,,32,1,4.0,0.3421993,0.0,0,0,0,
1627094769.735,,30000.0,24.69369,0.06557331,0.0,3,0.9974661,0.0,,,,,,,,,,,,,,32,1,4.0,0.336359,0.0,0,0,0,
1627094814.621,,30000.0,25.1981,0.06543946,0.0,3,0.9974053,0.0,,,,,,,,,,,,,,32,1,4.0,0.37994,0.0,0,0,0,
1627094860.176,,30000.0,25.68749,0.06529313,0.0,3,0.9976325,0.0,,,,,,,,,,,,,,32,1,4.0,0.2813396,0.0,0,0,0,
1627094901.572,,30000.0,26.15208,0.06518961,0.0,3,0.997959,0.0,,,,,,,,,,,,,,32,1,4.0,0.2801495,0.0,0,0,0,
1627094951.976,,30000.0,26.71551,0.06500573,0.0,3,0.9974636,0.0,,,,,,,,,,,,,,32,1,4.0,0.2786999,0.0,0,0,0,
1627094996.272,,30000.0,27.18978,0.06484896,0.0,3,0.9973884,0.0,,,,,,,,,,,,,,32,1,4.0,0.3563213,0.0,0,1,0,
1627095041.497,,30000.0,27.70792,0.06468732,0.0,3,0.9975981,0.0,,,,,,,,,,,,,,32,1,4.0,0.3781109,0.0,0,1,0,
1627095084.622,,30000.0,28.17416,0.06452492,0.0,3,0.9975001,0.0,,,,,,,,,,,,,,32,1,4.0,0.3278713,0.0,0,1,0,
1627095131.657,,30000.0,28.672,0.06434283,0.0,3,0.9975606,0.0,,,,,,,,,,,,,,32,1,4.0,0.3399296,0.0,0,1,0,
1627095177.453,,30000.0,29.215,0.06414551,0.0,3,0.997395,0.0,,,,,,,,,,,,,,32,1,4.0,0.3620892,0.0,0,1,0,
1627095223.248,,30000.0,29.72295,0.06393421,0.0,3,0.997557,0.0,,,,,,,,,,,,,,32,1,4.0,0.3762913,0.0,0,1,0,
1627095265.473,,30000.0,30.2382,0.06373863,0.0,3,0.997384,0.0,,,,,,,,,,,,,,32,1,4.0,0.3507309,0.0,0,1,0,
1627095320.707,,30000.0,30.83491,0.06348162,0.0,3,0.9974906,0.0,,,,,,,,,,,,,,32,1,4.0,0.3533096,0.0,0,1,0,
1627095354.484,,30000.0,31.24627,0.06329806,0.0,3,0.9974384,0.0,,,,,,,,,,,,,,32,1,4.0,0.3542614,0.0,0,1,0,
1627095390.45,,30000.0,31.66576,0.06310479,0.0,3,0.9974748,0.0,,,,,,,,,,,,,,32,1,4.0,0.3183784,0.0,0,1,0,
1627095438.415,,30000.0,32.19302,0.06286159,0.0,3,0.9974144,0.0,,,,,,,,,,,,,,32,1,4.0,0.3670311,0.0,0,1,0,
1627095481.611,,30000.0,32.67484,0.06257404,0.0,3,0.997072,0.0,,,,,,,,,,,,,,32,1,4.0,0.3446884,0.0,0,1,0,
1627095530.515,,30000.0,33.21063,0.06233725,0.0,3,0.9974097,0.0,,,,,,,,,,,,,,32,1,4.0,0.3704491,0.0,0,1,0,
1627095573.171,,30000.0,33.69457,0.06208596,0.0,3,0.9974791,0.0,,,,,,,,,,,,,,32,1,4.0,0.3694611,0.0,0,1,0,
1627095618.596,,30000.0,34.18098,0.06181706,0.0,3,0.9973693,0.0,,,,,,,,,,,,,,32,1,4.0,0.3456421,0.0,0,1,0,
1627095662.512,,30000.0,34.73135,0.0615144,0.0,3,0.9973976,0.0,,,,,,,,,,,,,,32,1,4.0,0.3659286,0.0,0,1,0,
1627095702.837,,30000.0,35.161,0.06123683,0.0,3,0.9972603,0.0,,,,,,,,,,,,,,32,1,4.0,0.3112297,0.0,0,1,0,
1627095751.702,,30000.0,35.68417,0.06088789,0.0,3,0.9977245,0.0,,,,,,,,,,,,,,32,1,4.0,0.3625412,0.0,0,1,0,
1627095798.907,,30000.0,36.19868,0.06048641,0.0,3,0.997426,0.0,,,,,,,,,,,,,,32,1,4.0,0.3552475,0.0,0,1,0,
1627095839.643,,30000.0,36.69352,0.06003412,0.0,3,0.997221,0.0,,,,,,,,,,,,,,32,1,4.0,0.3237305,0.0,0,1,0,
1627095883.638,,30000.0,37.19134,0.05917548,0.0,3,0.9971508,0.0,,,,,,,,,,,,,,32,1,4.0,0.3390312,0.0,0,1,0,
1627095932.443,,30000.0,37.71734,0.05797418,0.0,3,0.997103,0.0,,,,,,,,,,,,,,32,1,4.0,0.3939705,0.0,0,1,0,
1627095976.489,,30000.0,38.20969,0.05663135,0.0,3,0.9967959,0.0,,,,,,,,,,,,,,32,1,4.0,0.380249,0.0,0,1,0,
1627096023.914,,30000.0,38.7449,0.05420895,0.0,3,0.9960452,0.0,,,,,,,,,,,,,,32,1,4.0,0.3003006,0.0,0,1,0,
1627096066.659,,30000.0,39.18777,0.04889911,0.0,3,0.9906319,0.0,,,,,,,,,,,,,,32,1,4.0,0.3724785,0.0,0,1,0,
1627096114.274,,30000.0,39.71712,0.04090154,0.0,3,0.9932228,0.0,,,,,,,,,,,,,,32,1,4.0,0.3703613,0.0,0,1,0,
1627096155.04,,30000.0,40.20989,0.03740839,0.0,3,0.9953751,0.0,,,,,,,,,,,,,,32,1,4.0,0.3140602,0.0,0,1,0,
1627096199.635,,30000.0,40.70803,0.03568929,0.0,3,0.9969224,0.0,,,,,,,,,,,,,,32,1,4.0,0.3473816,0.0,0,1,0,
1627096247.77,,30000.0,41.22482,0.03457993,0.0,3,0.9970729,0.0,,,,,,,,,,,,,,32,1,4.0,0.3977013,0.0,0,1,0,
1627096288.186,,30000.0,41.70104,0.03374159,0.0,3,0.9970464,0.0,,,,,,,,,,,,,,32,1,4.0,0.2647896,0.0,0,1,0,
1627096335.621,,30000.0,42.20113,0.03301825,0.0,3,0.9970635,0.0,,,,,,,,,,,,,,32,1,4.0,0.3496895,0.0,0,0,0,
1627096383.906,,30000.0,42.73526,0.03215768,0.0,3,0.9970936,0.0,,,,,,,,,,,,,,32,1,4.0,0.452301,0.0,0,0,0,
1627096425.381,,30000.0,43.20558,0.03148976,0.0,3,0.9969704,0.0,,,,,,,,,,,,,,32,1,4.0,0.4078026,0.0,0,0,0,
1627096473.476,,30000.0,43.70203,0.03080065,0.0,3,0.9971625,0.0,,,,,,,,,,,,,,32,1,4.0,0.3016701,0.0,0,0,0,
1627096521.301,,30000.0,44.1917,0.03011172,0.0,3,0.9970903,0.0,,,,,,,,,,,,,,32,1,4.0,0.3805008,0.0,0,0,0,
1627096564.197,,30000.0,44.74517,0.02949378,0.0,3,0.9969532,0.0,,,,,,,,,,,,,,32,1,4.0,0.3933716,0.0,0,0,0,
1627096610.692,,30000.0,45.2158,0.02883958,0.0,3,0.9970056,0.0,,,,,,,,,,,,,,32,1,4.0,0.3824501,0.0,0,0,0,
1627096653.477,,30000.0,45.68199,0.02832051,0.0,3,0.9969283,0.0,,,,,,,,,,,,,,32,1,4.0,0.3538704,0.0,0,0,0,
1627096700.312,,30000.0,46.20332,0.02773005,0.0,3,0.9970949,0.0,,,,,,,,,,,,,,32,1,4.0,0.3673019,0.0,0,0,0,
1627096743.538,,30000.0,46.68935,0.02721562,0.0,3,0.9971218,0.0,,,,,,,,,,,,,,32,1,4.0,0.3628998,0.0,0,0,0,
1627096789.783,,30000.0,47.19669,0.02667542,0.0,3,0.9971411,0.0,,,,,,,,,,,,,,32,1,4.0,0.3502312,0.0,0,0,0,
1627096832.738,,30000.0,47.7112,0.02622307,0.0,3,0.9969333,0.0,,,,,,,,,,,,,,32,1,4.0,0.2886009,0.0,0,0,0,
1627096880.343,,30000.0,48.20284,0.02568971,0.0,3,0.9970639,0.0,,,,,,,,,,,,,,32,1,4.0,0.3986893,0.0,0,0,0,
1627096922.069,,30000.0,48.69261,0.0252353,0.0,3,0.9968455,0.0,,,,,,,,,,,,,,32,1,4.0,0.3820381,0.0,0,0,0,
1627096961.085,,30000.0,49.15948,0.02484273,0.0,3,0.9969079,0.0,,,,,,,,,,,,,,32,1,4.0,0.29702,0.0,0,0,0,
1627097011.98,,30000.0,49.69991,0.02434391,0.0,3,0.997003,0.0,,,,,,,,,,,,,,32,1,4.0,0.3474998,0.0,0,0,0,
1627097049.256,,30000.0,50.16293,0.02396849,0.0,3,0.9968984,0.0,,,,,,,,,,,,,,32,1,4.0,0.2894516,0.0,0,0,0,
1627097112.329,,30000.0,50.80263,0.02338727,0.0,3,0.9970362,0.0,,,,,,,,,,,,,,32,1,4.0,0.3275414,0.0,0,1,0,
1627097147.425,,30000.0,51.20277,0.02305815,0.0,3,0.997088,0.0,,,,,,,,,,,,,,32,1,4.0,0.3565712,0.0,0,1,0,
1627097186.431,,30000.0,51.66666,0.02269606,0.0,3,0.9969079,0.0,,,,,,,,,,,,,,32,1,4.0,0.3277397,0.0,0,1,0,
1627097232.706,,30000.0,52.19443,0.02226472,0.0,3,0.9960842,0.0,,,,,,,,,,,,,,32,1,4.0,0.2789803,0.0,0,1,0,
1627097281.951,,30000.0,52.69426,0.02185256,0.0,3,0.9970961,0.0,,,,,,,,,,,,,,32,1,4.0,0.3392105,0.0,0,1,0,
1627097319.247,,30000.0,53.16605,0.02154249,0.0,3,0.9968892,0.0,,,,,,,,,,,,,,32,1,4.0,0.3284302,0.0,0,1,0,
1627097374.801,,30000.0,53.70904,0.02108455,0.0,3,0.9968799,0.0,,,,,,,,,,,,,,32,1,4.0,0.4040604,0.0,0,1,0,
1627097419.637,,30000.0,54.25447,0.02072127,0.0,3,0.9969317,0.0,,,,,,,,,,,,,,32,1,4.0,0.4551086,0.0,0,1,0,
1627097461.802,,30000.0,54.72191,0.02040215,0.0,3,0.9968698,0.0,,,,,,,,,,,,,,32,1,4.0,0.2797813,0.0,0,1,0,
1627097506.838,,30000.0,55.18436,0.02007426,0.0,3,0.9968774,0.0,,,,,,,,,,,,,,32,1,4.0,0.3377495,0.0,0,1,0,
1627097554.892,,30000.0,55.70507,0.0197545,0.0,3,0.9969361,0.0,,,,,,,,,,,,,,32,1,4.0,0.3740311,0.0,0,1,0,
1627097594.658,,30000.0,56.16988,0.0194653,0.0,3,0.9970223,0.0,,,,,,,,,,,,,,32,1,4.0,0.3307419,0.0,0,1,0,
1627097643.303,,30000.0,56.67558,0.01915538,0.0,3,0.9969625,0.0,,,,,,,,,,,,,,32,1,4.0,0.3495674,0.0,0,1,0,
1627097685.549,,30000.0,57.18474,0.01887089,0.0,3,0.9968746,0.0,,,,,,,,,,,,,,32,1,4.0,0.3368187,0.0,0,1,0,
1627097734.814,,30000.0,57.69986,0.01857832,0.0,3,0.9969982,0.0,,,,,,,,,,,,,,32,1,4.0,0.370163,0.0,0,1,0,
1627097775.989,,30000.0,58.19337,0.01832661,0.0,3,0.996926,0.0,,,,,,,,,,,,,,32,1,4.0,0.2647095,0.0,0,1,0,
1627097823.574,,30000.0,58.67447,0.01805449,0.0,3,0.9968747,0.0,,,,,,,,,,,,,,32,1,4.0,0.3405609,0.0,0,1,0,
1627097869.409,,30000.0,59.21742,0.01777461,0.0,3,0.9969859,0.0,,,,,,,,,,,,,,32,1,4.0,0.38274,0.0,0,1,0,
1627097912.205,,30000.0,59.69367,0.01753753,0.0,3,0.9969756,0.0,,,,,,,,,,,,,,32,1,4.0,0.3585701,0.0,0,1,0,
1627098098.925,,30000.0,60.00124,0.0173615,0.0,3,0.9969569,0.0,,,,,,,,,,,,,,32,1,4.0,0.007488251,0.0,0,1,0,
1627129947.936,,20000.0,9.998043,0.06659666,0.0,3,0.9977748,0.0,,,,,,,,,,,,,,32,1,4.0,0.0004720688,0.0,0,1,0,
1627130038.386,,20000.0,10.68989,0.06655053,0.0,3,0.9973642,0.0,,,,,,,,,,,,,,32,1,4.0,0.3505993,0.0,0,1,0,
1627130083.622,,20000.0,11.20962,0.06655659,0.0,3,0.9974131,0.0,,,,,,,,,,,,,,32,1,4.0,0.3467703,0.0,0,1,0,
1627130129.097,,20000.0,11.67648,0.06653555,0.0,3,0.9972627,0.0,,,,,,,,,,,,,,32,1,4.0,0.3156595,0.0,0,1,0,
1627130177.382,,20000.0,12.1694,0.06651451,0.0,3,0.9972989,0.0,,,,,,,,,,,,,,32,1,4.0,0.3282604,0.0,0,1,0,
1627130226.337,,20000.0,12.68594,0.06651354,0.0,3,0.9973433,0.0,,,,,,,,,,,,,,32,1,4.0,0.3663998,0.0,0,1,0,
1627130268.342,,20000.0,13.18937,0.0665022,0.0,3,0.9972861,0.0,,,,,,,,,,,,,,32,1,4.0,0.3719902,0.0,0,1,0,
1627130314.657,,20000.0,13.72535,0.06649594,0.0,3,0.9974213,0.0,,,,,,,,,,,,,,32,1,4.0,0.4047098,0.0,0,1,0,
1627130357.183,,20000.0,14.18528,0.06647585,0.0,3,0.9973595,0.0,,,,,,,,,,,,,,32,1,4.0,0.3485403,0.0,0,0,0,
1627130404.858,,20000.0,14.70417,0.06645641,0.0,3,0.9973422,0.0,,,,,,,,,,,,,,32,1,4.0,0.4058704,0.0,0,0,0,
1627130450.983,,20000.0,15.22404,0.06644451,0.0,3,0.9973649,0.0,,,,,,,,,,,,,,32,1,4.0,0.3693399,0.0,0,0,0,
1627130495.558,,20000.0,15.71203,0.06640516,0.0,3,0.9972993,0.0,,,,,,,,,,,,,,32,1,4.0,0.3561792,0.0,0,0,0,
1627130539.844,,20000.0,16.17401,0.06637773,0.0,3,0.9973307,0.0,,,,,,,,,,,,,,32,1,4.0,0.3362694,0.0,0,0,0,
1627130585.359,,20000.0,16.71124,0.06634293,0.0,3,0.9972862,0.0,,,,,,,,,,,,,,32,1,4.0,0.4054298,0.0,0,0,0,
1627130629.934,,20000.0,17.21074,0.06628733,0.0,3,0.9973922,0.0,,,,,,,,,,,,,,32,1,4.0,0.3738899,0.0,0,0,0,
